trail_id,for_display,lat,lon,elevation,slope,index
828921880,True,39.46629846,-94.96671825,267.17,2.85,13
828921880,True,39.46640998,-94.96673020,267.48,1.43,14
828921880,True,39.46652149,-94.96674215,267.52,0.18,15
828921880,True,39.46663300,-94.96675410,267.39,-0.60,16
828921881,True,39.46485700,-94.96649920,290.57,0.00,0
828921881,True,39.46496851,-94.96651115,286.74,-17.11,1
828921881,True,39.46508003,-94.96652310,284.19,-11.58,2
828921881,True,39.46519154,-94.96653505,282.19,-9.13,3
828921881,True,39.46530305,-94.96654700,280.15,-9.31,4
828921881,True,39.46541456,-94.96655895,278.09,-9.40,5
828921881,True,39.46552607,-94.96657090,276.09,-9.13,6
828921881,True,39.46563759,-94.96658285,273.97,-9.67,7
828921881,True,39.46574910,-94.96659480,271.72,-10.25,8
828921881,True,39.46586061,-94.96660675,269.71,-9.18,9
828921881,True,39.46597212,-94.96661870,267.81,-8.68,10
828921881,True,39.46608364,-94.96663065,266.46,-6.19,11
828921881,True,39.46619515,-94.96664260,266.72,1.20,12
828921881,True,39.46630666,-94.96665455,267.38,3.04,13
828921881,True,39.46641818,-94.96666650,267.62,1.10,14
828921881,True,39.46652969,-94.96667845,267.64,0.09,15
828921881,True,39.46664120,-94.96669040,267.48,-0.74,16
